biosample_id,strain,mlst,ribotype,npmA_presence,Composite_Tn,ICE_MGE_type,niche,host,host_disease,isolation_source,collection_year,collection_month,collection_day,continent,country,region,District,City,lab_contact,bioproject_id,run_id,study_id,contig_number,genome_length,N50,QC_assemblies,QC_reason
SAMN12607101,PSM268,11,,,,,Human,Human,,Homo sapiens,2011,,,North America,United States,Michigan,,,University of Michigan,PRJNA561087,SRR9997423,Miles-Jay2021,63,3968132,162796,pass,
SAMN12606939,PSM083,11,,,,,Human,Human,,Homo sapiens,2012,,,North America,United States,Michigan,,,University of Michigan,PRJNA561087,SRR9997523,Miles-Jay,61,3868620,180415,pass,
SAMN13541345,UMPH130,11,,,,,Human,Human,,Homo sapiens,2011,,,North America,United States,Michigan,,,University of Michigan,PRJNA594943,SRR10665978,Miles-Jay2021,74,4059640,140904,pass,
SAMN13566241,ST11_3,11,,,,,Human,Human,,Homo sapiens,,,,North America,United States,New York,,,University of Michigan,PRJNA595724,SRR10694122,Miles-Jay2021,65,4009534,148049,pass,
SAMN13566214,ST11_38,11,,,,,Human,Human,,Homo sapiens,,,,North America,United States,New York,,,University of Michigan,PRJNA595724,SRR10694156,Miles-Jay2021,73,4021437,147395,pass,
SAMN13566233,ST11_29,11,,,,,Human,Human,,Homo sapiens,,,,North America,United States,New York,,,University of Michigan,PRJNA595724,SRR10694254,Miles-Jay2021,89,3912601,106263,pass,
SAMN13566218,ST11_42,11,,,,,Human,Human,,Homo sapiens,,,,North America,United States,New York,,,University of Michigan,PRJNA595724,SRR10693982,Miles-Jay2021,65,4065070,163571,pass,
SAMEA5849299,CD-16-00079,11,126,,,,Human,Human,,Homo sapiens; stool sample,,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33866,ERR3473920,Frentrup2021,87,4174122,125853,pass,
SAMEA5849302,CD-16-00076,11,126,,,,Human,Human,,Homo sapiens; stool sample,,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33866,ERR3473918,Frentrup2021,82,4005863,133912,pass,
SAMEA5849465,CD-16-00527,11,126,,,,Human,Human,,Homo sapiens; stool sample,2010,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33868,ERR3473803,Frentrup2021,74,4070313,152817,pass,
SAMEA5849457,CD-16-00515,11,78,,,,Human,Human,,Homo sapiens; stool sample,2009,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33868,ERR3473782,Frentrup2021,73,4008721,135757,pass,
SAMEA5849461,CD-16-00522,11,78,,,,Human,Human,,Homo sapiens; stool sample,2009,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33868,ERR3473762,Frentrup2021,68,3929437,152818,pass,
SAMEA5846545,CD-18-00561,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465809,Frentrup2020,72,3969761,133758,pass,
SAMEA5846587,CD-18-00489,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465806,Frentrup2020,105,4054232,119964,pass,
SAMEA5846544,CD-18-00562,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465802,Frentrup2020,83,3971198,108942,pass,
SAMEA5846656,CD-18-00420,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465801,Frentrup2020,89,4060984,127680,pass,
SAMEA5846652,CD-18-00424,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465798,Frentrup2020,88,4070758,120010,pass,
SAMEA5846653,CD-18-00423,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465797,Frentrup2020,93,4069574,110762,pass,
SAMEA5846557,CD-18-00530,11,78,npmA2,yes,ICE_v1,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465796,Frentrup2020,76,4021348,120006,pass,
SAMEA5846654,CD-18-00422,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465794,Frentrup2020,75,4067556,120006,pass,
SAMEA5846655,CD-18-00421,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465792,Frentrup2020,74,4068740,134062,pass,
SAMEA5846616,CD-18-00460,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465789,Frentrup2020,88,4067979,134577,pass,
SAMEA5846699,CD-18-00337,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465786,Frentrup2020,104,4121924,103483,pass,
SAMEA5846611,CD-18-00465,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465784,Frentrup2020,100,4069020,95579,pass,
SAMEA5846612,CD-18-00464,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465782,Frentrup2020,93,4067040,106698,pass,
SAMEA5846613,CD-18-00463,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465781,Frentrup2020,99,4069947,134298,pass,
SAMEA5846716,CD-18-00318,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465777,Frentrup2020,120,4040921,75260,pass,
SAMEA5846615,CD-18-00461,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465775,Frentrup2020,90,4074404,112350,pass,
SAMEA5846607,CD-18-00469,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465771,Frentrup2020,106,4065702,93259,pass,
SAMEA5846651,CD-18-00425,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465768,Frentrup2020,83,4067889,120076,pass,
SAMEA5846608,CD-18-00468,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465767,Frentrup2020,87,4068803,119968,pass,
SAMEA5846556,CD-18-00532,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465766,Frentrup2020,72,3976962,133752,pass,
SAMEA5846672,CD-18-00365,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465764,Frentrup2020,68,4039155,138642,pass,
SAMEA5846693,CD-18-00344,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465763,Frentrup2020,119,4122921,94880,pass,
SAMEA5846610,CD-18-00466,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465761,Frentrup2020,85,4068626,120002,pass,
SAMEA5846586,CD-18-00490,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465760,Frentrup2020,181,4050269,45938,pass,
SAMEA5846561,CD-18-00524,11,78,npmA2,yes,ICE_v1,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465757,Frentrup2020,79,4019982,125636,pass,
SAMEA5846694,CD-18-00342,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465756,Frentrup2020,119,4121322,94940,pass,
SAMEA5846696,CD-18-00340,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465751,Frentrup2020,113,4121320,93217,pass,
SAMEA5846583,CD-18-00494,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465750,Frentrup2020,99,4051457,119964,pass,
SAMEA5846584,CD-18-00493,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465747,Frentrup2020,122,4051971,90343,pass,
SAMEA5846585,CD-18-00492,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465744,Frentrup2020,157,4049660,69461,pass,
SAMEA5846599,CD-18-00477,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465743,Frentrup2020,102,4006165,119964,pass,
SAMEA5846666,CD-18-00370,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465741,Frentrup2020,77,4046184,141007,pass,
SAMEA5846715,CD-18-00319,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465738,Frentrup2020,88,4041057,111763,pass,
SAMEA5846669,CD-18-00368,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465736,Frentrup2020,65,4042875,134566,pass,
SAMEA5846606,CD-18-00470,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465730,Frentrup2020,95,4078469,112075,pass,
SAMEA5846609,CD-18-00467,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465716,Frentrup2020,79,4070936,134103,pass,
SAMEA5846697,CD-18-00339,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465710,Frentrup2020,106,4122586,110755,pass,
SAMEA5846711,CD-18-00323,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465706,Frentrup2020,87,4043560,133754,pass,
SAMEA5846665,CD-18-00371,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465703,Frentrup2020,67,4043920,134064,pass,
SAMEA5846713,CD-18-00321,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465701,Frentrup2020,77,4044255,140873,pass,
SAMEA5846571,CD-18-00509,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465679,Frentrup2020,85,4084530,133752,pass,
SAMEA5846671,CD-18-00366,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465677,Frentrup2020,74,4046108,140877,pass,
SAMEA5846547,CD-18-00559,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465666,Frentrup2020,77,4039307,134103,pass,
SAMEA5846702,CD-18-00334,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465665,Frentrup2020,124,4123948,95713,pass,
SAMEA5846667,CD-18-00369,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465661,Frentrup2020,68,4043838,141073,pass,
SAMEA5846568,CD-18-00514,11,78,npmA2,yes,ICE_v1,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465659,Frentrup2020,70,4029009,128544,pass,
SAMEA5846657,CD-18-00419,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465651,Frentrup2020,84,4066084,134060,pass,
SAMEA5846658,CD-18-00418,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465648,Frentrup2020,71,4025317,134103,pass,
SAMEA5846564,CD-18-00518,11,78,npmA2,yes,ICE_v1,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465641,Frentrup2020,91,4018747,95104,pass,
SAMEA5846700,CD-18-00336,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465640,Frentrup2020,112,4121540,101529,pass,
SAMEA5846565,CD-18-00517,11,78,npmA2,yes,ICE_v1,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465639,Frentrup2020,90,4018572,97479,pass,
SAMEA5846588,CD-18-00488,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465637,Frentrup2020,96,4050782,125632,pass,
SAMEA5846589,CD-18-00487,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465635,Frentrup2020,96,4050539,125628,pass,
SAMEA5846617,CD-18-00459,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465634,Frentrup2020,78,4009730,134463,pass,
SAMEA5846590,CD-18-00486,11,126,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465633,Frentrup2020,96,4048923,125628,pass,
SAMEA5846701,CD-18-00335,11,78,,,,Livestock,Pig,,Swine; rectal swab,2012,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33780,ERR3465631,Frentrup2020,120,4123338,95794,pass,
SAMEA5843186,CD-15-00686,11,126,,,,Human,Human,,Homo sapiens; stool sample,2014,,,Europe,Germany,,,,Leibniz Institute DSMZ,PRJEB33779,ERR3465381,Frentrup2020,90,4001602,133754,pass,
SAMN14265979,CD07814,11,,npmA1,,,Human,Human,,Homo sapiens; stool,2017,,,North America,United States,Pennsylvania,Allegheny County,Pittsburgh,University of Pittsburgh School of Medicine,PRJNA224116,GCF_012952655,Haft2018,6,4226733,4180658,pass,
SAMN15802668,20130329,11,,,,,Human,Human,,Homo sapiens; stool,2013,,,North America,United States,,,,Centers for Disease Control and Prevention,PRJNA629351,SRR12437174,Gargis2023,64,3857667,163472,pass,
SAMN15802778,20140101,11,,,,,Human,Human,,Homo sapiens; Frozen stool,2014,,,North America,United States,,,,Centers for Disease Control and Prevention,PRJNA629351,SRR12437375,Gargis2023,69,3954045,163571,pass,
SAMN15802650,20121669,11,,,,,Human,Human,,Homo sapiens; Frozen Stool,2012,,,North America,United States,,,,Centers for Disease Control and Prevention,PRJNA629351,SRR12437378,Gargis2023,74,3968491,125608,pass,
SAMN15802738,20131779,11,,,,,Human,Human,,Homo sapiens; swab,2013,,,North America,United States,,,,Centers for Disease Control and Prevention,PRJNA629351,SRR12437419,Gargis2023,70,3856081,134069,pass,
SAMN15802704,20131214,11,,,,,Human,Human,,Homo sapiens; Frozen Stool,2013,,,North America,United States,,,,Centers for Disease Control and Prevention,PRJNA629351,SRR12437455,Gargis2023,93,4198945,141100,pass,
SAMN15803049,20161317,11,,,,,Human,Human,,Homo sapiens; stool,2016,,,North America,United States,,,,Centers for Disease Control and Prevention,PRJNA629351,SRR12437540,Gargis2023,75,3857253,147343,pass,
SAMN16556859,HA44,11,,,,,Human,Human,,Homo sapiens; stool,2017,,,North America,United States,New York,,,Memorial Sloan Kettering Cancer Center,PRJNA672122,SRR12905044,Kamboj2021,85,4002089,80390,pass,
SAMN15907426,M2016019799,11,,,,,Human,Human,,Homo sapiens; Age: 97; male; stool,2016,11,9,North America,United States,New York,Monroe,,University of Rochester,PRJNA659471,SRR12520723,Pecora2022,88,3881291,125602,pass,
SAMN17813469,MMMOSAM:b65963f3-7bfb-457f-9b95-141ee7a731c8,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,3,27,Europe,United Kingdom,Wales,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA412541,SRR13642570,Eyre2019,69,4037730,152537,pass,
SAMN17813511,MMMOSAM:992a38b8-0539-4664-91eb-1c1b4849d857,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,2,18,Europe,United Kingdom,Wales,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA412541,SRR13642274,Eyre2019,68,3881230,152818,pass,
SAMN17813531,MMMOSAM:877ba8f2-c8bc-4945-8cec-2ccdd14e7e85,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,2,2,Europe,United Kingdom,Wales,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA412541,SRR13642294,Eyre2019,68,4058906,152818,pass,
SAMN17813552,MMMOSAM:733a924a-5a3a-4961-a90a-ccf36eaf869b,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,3,2,Europe,United Kingdom,Wales,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA412541,SRR13642315,Eyre2019,57,4059038,186702,pass,
SAMN17813654,MMMOSAM:2e52d38c-42a6-4cbf-9a43-7a80c77ed012,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,2,1,Europe,United Kingdom,Wales,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA412541,SRR13642417,Eyre2019,71,4025964,152818,pass,
SAMN17813701,MMMOSAM:0a872b35-dd15-4535-8f1b-773fba8e0efb,11,,,,,Human,Human,,Homo sapiens; clinical sample,2015,2,23,Europe,United Kingdom,Wales,,,"Modernising Medical Microbiology, NDM, Oxford University",PRJNA412541,SRR13642464,Eyre2019,70,4057667,147278,pass,
SAMEA8389060,302488-18,11,,,,,Human,Human,,Homo sapiens; clinical sample,2018,5,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523423,Seth-Smith2021,71,4025011,147345,pass,
SAMEA8389154,306530-18,11,,,,,Human,Human,,Homo sapiens; clinical sample,2018,11,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523412,Seth-Smith2021,64,3914321,147485,pass,
SAMEA8389126,304936-Mo1-17,11,,,,,Human,Human,,Homo sapiens; clinical sample,2017,10,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523400,Seth-Smith2021,77,4093760,134068,pass,
SAMEA8389026,301699-18,11,,,,,Human,Human,,Homo sapiens; clinical sample,2018,4,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523384,Seth-Smith2021,77,3857988,147481,pass,
SAMEA8389017,301297-18,11,,,,,Human,Human,,Homo sapiens; clinical sample,2018,3,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523381,Seth-Smith2021,61,3848293,152818,pass,
SAMEA8389113,304453-17,11,,,,,Human,Human,,Homo sapiens; clinical sample,2017,9,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523360,Seth-Smith2021,64,3892024,152818,pass,
SAMEA8389068,302862-17,11,,,,,Human,Human,,Homo sapiens; clinical sample,2017,6,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523355,Seth-Smith2021,72,4065365,152818,pass,
SAMEA8389028,301729-17,11,,,,,Human,Human,,Homo sapiens; clinical sample,2017,4,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43401,ERR5523349,Seth-Smith2021,63,3848393,147347,pass,
SAMEA8389076,303068-20,11,,,,,Human,Human,,Homo sapiens; clinical sample,2020,7,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523304,Büchler2022,81,4091571,133236,pass,
SAMEA8389065,302652-20,11,,,,,Human,Human,,Homo sapiens; clinical sample,2020,6,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523301,Büchler2022,65,3848076,147354,pass,
SAMEA8389104,304190-19,11,,,,,Human,Human,,Homo sapiens; clinical sample,2019,7,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523275,Büchler2022,65,3926386,141022,pass,
SAMEA8389049,302339-20,11,,,,,Human,Human,,Homo sapiens; clinical sample,2020,5,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523269,Büchler2022,80,4089911,125652,pass,
SAMEA8389040,302200-weissMo2-19,11,,,,,Human,Human,,Homo sapiens; clinical sample,2019,4,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523266,Büchler2022,69,4011916,163196,pass,
SAMEA8389050,302356-20,11,,,,,Human,Human,,Homo sapiens; clinical sample,2020,5,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523242,Büchler2022,76,4091198,133235,pass,
SAMEA8389001,300965-19,11,,,,,Human,Human,,Homo sapiens; clinical sample,2019,3,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523239,Büchler2022,62,3954858,147336,pass,
SAMEA8388992,300808-20,11,,,,,Human,Human,,Homo sapiens; clinical sample,2020,2,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523226,Büchler2022,71,3849795,147355,pass,
SAMEA8389024,301608-20,11,,,,,Human,Human,,Homo sapiens; clinical sample,2020,3,,Europe,Switzerland,,,,University Hospital Basel,PRJEB43517,ERR5523223,Büchler2022,66,3855180,152818,pass,
SAMN19613651,ZZV18-9385,11,,,,,Environment,Plant,,vegetables-potato,2018,6,9,Europe,Poland,,,,"National Laboratory for Health, Environment and Food",PRJNA736231,SRR14766177,Tkalec2022,64,4028208,203265,pass,
SAMN19613678,ZZV18-9134,11,,,,,Environment,Plant,,vegetables-potato,2018,2,10,Europe,Austria,,,,"National Laboratory for Health, Environment and Food",PRJNA736231,SRR14766184,Tkalec2022,71,4014129,147338,pass,
SAMN19613677,ZZV18-9318,11,,,,,Environment,Plant,,vegetables-potato,2018,4,14,Europe,Italy,,,,"National Laboratory for Health, Environment and Food",PRJNA736231,SRR14766185,Tkalec2022,78,4034719,125608,pass,
SAMN20110657,2021EL-01134,11,,,,,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15066520,Gargis2023,122,4052219,70979,pass,
SAMN20110620,2021EL-01095,11,,,,,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15066561,Gargis2023,126,4097870,78085,pass,
SAMN20110278,2021EL-00660,11,,,,,Human,Human,,Homo sapiens; stool,2016,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15066177,Gargis2023,91,3880950,125602,pass,
SAMN20110039,2021EL-00406,11,,,,,Human,Human,,Homo sapiens; stool,2015,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15066442,Gargis2023,59,3944097,229120,pass,
SAMN20110586,2021EL-01061,11,,,,,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15066487,Gargis2023,89,4047193,93235,pass,
SAMN20109905,2021EL-00222,11,,,,,Human,Human,,Homo sapiens; stool,2012,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15065916,Gargis2023,62,3882591,165725,pass,
SAMN20110078,2021EL-00451,11,,,,,Human,Human,,Homo sapiens; stool,2015,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15066068,Gargis2023,93,4040336,125602,pass,
SAMN21385843,2021EL-01167,11,,,,,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR15838405,Gargis2023,58,3848876,152818,pass,
SAMN22067675,2021EL-01208,11,,,,,Human,Human,,Homo sapiens; stool,2019,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR16212148,Gargis2023,63,4053752,163002,pass,
SAMN24116306,2021EL-01300,11,,,,,Human,Human,,Homo sapiens; stool,2009,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR17247687,Gargis2023,62,3911284,152818,pass,
SAMN24811766,0000-0081-4862,11,,,,,Human,Human,,Homo sapiens; stool,2017,,,North America,United States,Massachusetts,Suffolk County,Boston,Brigham and Women's Hospital,PRJNA278886,SRR17540912,Nudel2018,71,3954217,152818,pass,
SAMN24811685,0000-0081-4521,11,,,,,Human,Human,,Homo sapiens; stool,2017,,,North America,United States,Massachusetts,Suffolk County,Boston,Brigham and Women's Hospital,PRJNA278886,SRR17540954,Nudel2018,52,3964252,188249,pass,
SAMN27515079,2020HQ-00060,11,,,,,Human,Human,,Homo sapiens; swab,2017,,,North America,United States,,,,CDC,PRJNA629351,SRR18709740,Gargis2023,64,3913751,134026,pass,
SAMN27515055,2020HQ-00034,11,,,,,Human,Human,,Homo sapiens; stool,2017,,,North America,United States,,,,CDC,PRJNA629351,SRR18709766,Gargis2023,102,3947415,87658,pass,
SAMN27515043,2020HQ-00022,11,,,,,Human,Human,,Homo sapiens; swab,2017,,,North America,United States,,,,CDC,PRJNA629351,SRR18709780,Gargis2023,68,3860730,141172,pass,
SAMN27515040,2020HQ-00019,11,,,,,Human,Human,,Homo sapiens; stool,2017,,,North America,United States,,,,CDC,PRJNA629351,SRR18709783,Gargis2023,91,3879635,99373,pass,
SAMN29614005,2022EL-00667,11,,npmA2,yes,ICE_v4,Human,Human,,Homo sapiens; stool,2020,,,North America,United States,,,,Minnesota Department of Health Infectious Disease Laboratory Submission Group,PRJNA629351,SRR20063646,Gargis2023,86,4370406,163571,pass,
SAMEA110473762,SAT16-85,11,,,,,Human,Human,,Homo sapiens; human feces,2016,,,Europe,France,,,,saint-antoine hospital,PRJEB54703,ERR10039498,Courbin2022,70,4010320,140881,pass,
SAMEA110473739,SAT16-59,11,,npmA1,,,Human,Human,,Homo sapiens; human feces,2016,,,Europe,France,,,,saint-antoine hospital,PRJEB54703,ERR10039475,Courbin2022,87,4097256,141741,pass,
SAMEA110473667,SAT16-180-1,11,,,,,Human,Human,,Homo sapiens; human feces,2016,,,Europe,France,,,,saint-antoine hospital,PRJEB54703,ERR10039403,Courbin2022,69,4027135,147346,pass,
